ds,y,Finishing time,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-05 02:00:00,5,3,219,23,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-04 12:00:00,22,13,3020,195,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-05 23:00:00,4,0,752,107,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 06:00:00,3,7,153,17,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 04:00:00,3,5,63,1,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 00:00:00,0,1,398,53,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 05:00:00,0,6,75,5,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-06 14:00:00,40,15,1812,212,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 18:00:00,33,19,967,201,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 17:00:00,31,18,1231,186,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 15:00:00,31,16,1759,171,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 13:00:00,31,14,3250,12,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 16:00:00,26,17,1469,181,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 19:00:00,21,20,893,201,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 20:00:00,17,21,767,195,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 11:00:00,15,12,2266,5,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-20 17:00:00,0,18,819,12,0,21.5,14.0,0.0,0,0,0,1,0,0,0,1,0
2023-08-06 09:00:00,12,10,464,42,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 14:00:00,42,15,2346,240,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-21 17:00:00,35,18,1619,181,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-21 16:00:00,30,17,1703,139,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-06 12:00:00,12,13,3082,5,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 18:00:00,28,19,1135,187,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 03:00:00,2,4,69,8,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-14 07:00:00,3,8,311,75,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-18 03:00:00,0,4,80,5,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 21:00:00,8,22,622,133,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 19:00:00,19,20,1085,163,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-08 18:00:00,22,19,1404,169,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-16 05:00:00,0,6,89,35,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-14 04:00:00,1,5,20,11,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 00:00:00,4,1,695,49,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-18 04:00:00,0,5,35,3,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 08:00:00,8,9,179,63,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 15:00:00,19,16,1668,138,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 01:00:00,0,2,149,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 07:00:00,19,8,278,84,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 23:00:00,1,0,293,1,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 06:00:00,4,7,157,39,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 18:00:00,11,19,1690,167,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-18 02:00:00,0,3,227,1,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 05:00:00,8,6,95,18,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 08:00:00,17,9,503,8,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 02:00:00,0,3,155,21,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 21:00:00,15,22,565,88,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 00:00:00,0,1,242,47,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 13:00:00,4,14,611,21,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 13:00:00,11,14,3382,47,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 14:00:00,23,15,1693,8,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 10:00:00,8,11,1183,8,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 13:00:00,16,14,2364,120,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 04:00:00,0,5,36,2,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 06:00:00,13,7,197,43,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 01:00:00,0,2,137,38,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 12:00:00,3,13,1786,231,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 21:00:00,10,22,885,129,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 12:00:00,21,13,1772,164,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 07:00:00,6,8,155,41,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 10:00:00,16,11,1381,20,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 13:00:00,50,14,2600,259,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 22:00:00,12,23,358,5,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 05:00:00,0,6,94,21,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 04:00:00,3,5,133,31,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 07:00:00,10,8,266,101,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
