ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-18 02:00:00,227,3,0,1,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 05:00:00,95,6,8,18,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 08:00:00,503,9,17,8,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 02:00:00,155,3,0,21,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 21:00:00,565,22,15,88,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 00:00:00,242,1,0,47,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 13:00:00,611,14,4,21,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 13:00:00,3382,14,11,47,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 14:00:00,1693,15,23,8,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 10:00:00,1183,11,8,8,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 13:00:00,2364,14,16,120,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 04:00:00,36,5,0,2,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 06:00:00,197,7,13,43,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 01:00:00,137,2,0,38,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 12:00:00,1786,13,3,231,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 21:00:00,885,22,10,129,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 12:00:00,1772,13,21,164,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 07:00:00,155,8,6,41,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 10:00:00,1381,11,16,20,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 13:00:00,2600,14,50,259,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 22:00:00,358,23,12,5,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 05:00:00,94,6,0,21,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 04:00:00,133,5,3,31,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 07:00:00,266,8,10,101,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 11:00:00,2117,12,19,251,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 02:00:00,525,3,5,91,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 21:00:00,683,22,14,57,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 18:00:00,1082,19,47,239,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 20:00:00,937,21,6,161,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 03:00:00,70,4,0,8,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 23:00:00,1019,0,1,100,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 22:00:00,750,23,7,98,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 22:00:00,626,23,18,6,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 01:00:00,694,2,4,92,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 06:00:00,157,7,12,22,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 16:00:00,1729,17,46,125,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 05:00:00,96,6,4,9,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-15 11:00:00,2284,12,49,297,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 12:00:00,3087,13,43,287,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 10:00:00,1715,11,36,218,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 13:00:00,2740,14,31,254,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 09:00:00,870,10,23,191,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 08:00:00,554,9,17,121,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 07:00:00,262,8,16,72,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 16:00:00,725,17,15,3,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 05:00:00,92,6,13,22,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 06:00:00,144,7,11,42,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
