ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-12-09 17:00:00,61,18,0,60,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 00:00:00,6,1,0,57,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 03:00:00,4,4,0,28,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 14:00:00,66,15,0,23,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 05:00:00,14,6,0,23,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 01:00:00,11,2,0,23,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 02:00:00,7,3,0,14,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 04:00:00,12,5,0,6,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 15:00:00,122,16,0,3,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-11 12:00:00,126,13,18,653,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 08:00:00,53,9,3,294,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-09 20:00:00,119,21,1,72,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-11 11:00:00,100,12,15,617,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-11 14:00:00,114,15,14,703,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-11 13:00:00,192,14,13,666,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-11 10:00:00,79,11,10,740,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-09 23:00:00,86,0,1,64,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-10 04:00:00,17,5,0,11,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-11 15:00:00,69,16,5,682,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-11 09:00:00,67,10,5,201,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-09 16:00:00,71,17,1,38,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-10 19:00:00,66,20,2,518,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 16:00:00,126,17,1,1017,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 17:00:00,68,18,1,844,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 07:00:00,12,8,1,202,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-11 16:00:00,102,17,4,229,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 14:00:00,94,15,8,1607,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-09 07:00:00,64,8,0,217,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-10 13:00:00,87,14,7,1872,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 11:00:00,99,12,7,1615,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 09:00:00,59,10,7,751,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 10:00:00,56,11,6,1301,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 12:00:00,94,13,5,1888,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 18:00:00,70,19,5,660,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 20:00:00,35,21,0,382,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-11 07:00:00,18,8,3,11,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 21:00:00,43,22,0,261,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-11 17:00:00,103,18,2,55,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 22:00:00,9,23,0,195,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 23:00:00,18,0,0,121,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 06:00:00,9,7,0,115,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-11 06:00:00,14,7,2,4,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 00:00:00,86,1,0,57,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-12 16:00:00,45,17,2,11,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 09:00:00,20,10,1,9,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 08:00:00,22,9,1,6,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 11:00:00,12,12,1,4,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-11 23:00:00,4,0,0,9,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-12 07:00:00,25,8,1,3,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 06:00:00,16,7,1,3,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 21:00:00,12,22,0,1,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-12 04:00:00,2,5,0,1,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-11 18:00:00,104,19,1,73,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-13 19:00:00,120,20,3,854,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1
2023-12-13 14:00:00,100,15,11,619,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1
2023-12-12 20:00:00,16,21,0,0,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-13 07:00:00,36,8,3,76,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1
2023-12-13 15:00:00,87,16,10,683,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1
2023-12-12 22:00:00,7,23,0,0,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-11 01:00:00,6,2,1,39,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-11 22:00:00,11,23,0,3,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-12 01:00:00,5,2,0,0,0,6.0,5.4,12.3,0,0,0,0,0,1,0,0,1
2023-12-11 02:00:00,2,3,0,3,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
