ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-15 19:00:00,1331,20,18,671,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-04 12:00:00,1317,13,18,973,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-11 17:00:00,1146,18,18,846,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-02 06:00:00,667,7,18,122,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-03 10:00:00,1199,11,22,574,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-27 08:00:00,1086,9,22,393,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-08 21:00:00,517,22,22,380,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-09 08:00:00,2278,9,21,675,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-26 16:00:00,2050,17,19,1270,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-08 08:00:00,1913,9,19,889,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-15 12:00:00,1838,13,19,1184,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-24 12:00:00,1729,13,19,1184,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-25 07:00:00,1645,8,19,375,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-08 07:00:00,1610,8,19,273,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-28 10:00:00,1500,11,19,715,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-11 16:00:00,1487,17,19,911,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-08 09:00:00,1290,10,19,802,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-13 08:00:00,974,9,19,107,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-01 06:00:00,617,7,19,148,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
