ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2023-12-17 20:00:00,467,21,6,44,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 23:00:00,267,0,6,39,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 00:00:00,408,1,5,49,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 02:00:00,267,3,1,28,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 10:00:00,667,11,3,401,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 19:00:00,264,20,3,59,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 03:00:00,254,4,3,25,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 17:00:00,132,18,3,96,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 07:00:00,125,8,3,53,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 08:00:00,223,9,2,149,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 18:00:00,174,19,2,103,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 16:00:00,171,17,2,103,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-16 09:00:00,703,10,5,144,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 04:00:00,99,5,0,12,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
