ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-14 19:00:00,1152,20,17,214,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-15 10:00:00,1862,11,17,167,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-10 19:00:00,1260,20,17,158,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-13 11:00:00,2369,12,17,152,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-09 17:00:00,1525,18,17,147,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-08 09:00:00,1168,10,17,141,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-14 10:00:00,850,11,17,117,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-01 16:00:00,1845,17,17,112,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-29 09:00:00,975,10,17,110,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-29 19:00:00,1167,20,17,79,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-12 11:00:00,2187,12,17,62,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-12 12:00:00,2284,13,14,21,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-05 15:00:00,2308,16,14,20,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-15 09:00:00,1329,10,15,183,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-01 08:00:00,543,9,15,162,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-14 20:00:00,655,21,15,161,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-24 18:00:00,1347,19,15,135,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-27 09:00:00,944,10,15,125,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-24 17:00:00,1831,18,15,123,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-24 13:00:00,2137,14,15,116,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-29 22:00:00,469,23,15,105,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-05 11:00:00,1904,12,15,103,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-25 14:00:00,3068,15,15,81,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 07:00:00,272,8,15,50,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-15 16:00:00,2458,17,15,48,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-28 01:00:00,832,2,15,42,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-09 19:00:00,643,20,15,40,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-29 02:00:00,133,3,15,25,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-15 15:00:00,2755,16,15,19,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-04 20:00:00,950,21,16,149,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
