Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Sat,2023/09/15 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,8,2766,4,3037
Sat,2023/09/15 23:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,2,445,82,3038
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,3,709,22,3039
Fri,2023/09/14 23:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,109,23,3040
Sat,2023/09/15 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,8,1590,4,3041
Sat,2023/09/15 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,2,219,71,3042
Fri,2023/09/14 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,3,487,18,3043
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,95,21,3044
Sat,2023/09/15 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,7,1663,546,3045
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,2,158,59,3046
Fri,2023/09/14 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,3,208,6,3047
Fri,2023/09/14 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,18,20,3048
Sat,2023/09/15 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,7,2989,10,3049
Sat,2023/09/15 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,2,25,29,3050
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,590,694,3051
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,12,13,3052
Fri,2023/09/14 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,24,8,3053
Fri,2023/09/14 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,317,6,3054
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,36,6,3055
Fri,2023/09/14 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,33,6,3056
Fri,2023/09/14 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,260,5,3057
Fri,2023/09/14 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,78,5,3058
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,10,5,3059
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,139,4,3060
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,35,3,3061
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,22,3,3062
Fri,2023/09/14 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,23,2,3063
Fri,2023/09/14 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,79,0,3064
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,25,0,3065
Sat,2023/09/15 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,74,650,2036,3066
Sat,2023/09/15 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,71,771,2076,3067
Sat,2023/09/15 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,64,2714,277,3068
Sat,2023/09/15 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,49,1267,780,3069
Sat,2023/09/15 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,47,2201,290,3070
Sat,2023/09/15 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,44,600,1016,3071
Sat,2023/09/15 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,43,527,941,3072
Sat,2023/09/15 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,40,553,1297,3073
Sat,2023/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,38,473,1665,3074
Sat,2023/09/15 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,37,1959,193,3075
Sat,2023/09/15 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,35,196,637,3076
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,33,185,982,3077
Sat,2023/09/15 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,33,1530,189,3078
Sat,2023/09/15 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,32,299,1276,3079
Sat,2023/09/15 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,32,1864,239,3080
Sat,2023/09/15 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,32,2491,6,3081
Sat,2023/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,31,275,861,3082
Sat,2023/09/15 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,31,1391,194,3083
Sat,2023/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,30,802,1277,3084
Sat,2023/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,28,469,1504,3085
Sat,2023/09/15 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,27,527,1098,3086
Sat,2023/09/15 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,2,863,16,3087
Sat,2023/09/15 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,813,12,3088
Sat,2023/09/15 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,2,42,7,3089
Sat,2023/09/15 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,1,187,614,3090
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,1,110,560,3091
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,2,105,538,3092
Sat,2023/09/15 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,1,987,377,3093
Sat,2023/09/15 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,6,1182,1925,3094
Fri,2023/09/14 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,2,505,318,3095
Sat,2023/09/15 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,447,298,3096
Sat,2023/09/15 23:00:00+00,1:00 PM-2:00 PM,Camera 331 Railway Station,6,1070,1907,3097
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,2,38,188,3098
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,479,259,3099
Sat,2023/09/15 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,6,187,734,3100
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,41,154,3101
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,1,432,249,3102
Sat,2023/09/15 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,6,162,579,3103
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,17,110,3104
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,55,238,3105
Sat,2023/09/15 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,6,1703,484,3106
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 331 Railway Station,2,6,74,3107
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,63,218,3108
Sat,2023/09/15 23:00:00+00,11:00 PM-12:00 AM,Camera 331 Railway Station,6,102,414,3109
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,373,50,3110
Fri,2023/09/14 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,314,15,3111
Fri,2023/09/14 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,505,14,3112
Fri,2023/09/14 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,40,13,3113
Fri,2023/09/14 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,2,65,8,3114
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,2,234,7,3115
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,2,173,7,3116
Fri,2023/09/14 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,1,322,1013,3117
Fri,2023/09/14 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,1721,587,3118
Fri,2023/09/14 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,1,50,346,3119
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera 331 Railway Station,1,26,213,3120
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,1,41,95,3121
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,20,75,3122
Fri,2023/09/14 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,100,74,3123
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,5,69,3124
Fri,2023/09/14 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,1,230,61,3125
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,98,59,3126
Fri,2023/09/14 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,180,41,3127
Fri,2023/09/14 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,1,139,27,3128
Fri,2023/09/14 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,339,23,3129
Fri,2023/09/14 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,102,22,3130
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,1,767,16,3131
Fri,2023/09/14 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,47,3,3132
Fri,2023/09/14 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,13,3,3133
Fri,2023/09/14 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,0,299,670,3134
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,0,412,558,3135
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,251,529,3136
Fri,2023/09/14 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,0,74,487,3137
Fri,2023/09/14 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,171,399,3138
Fri,2023/09/14 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,150,200,3139
Fri,2023/09/14 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,0,40,191,3140
Sat,2023/09/15 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,6,346,93,3141
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,6,57,56,3142
Sat,2023/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,6,1008,25,3143
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,6,616,17,3144
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,5,328,1117,3145
Sat,2023/09/15 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,5,1663,675,3146
Sat,2023/09/15 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,5,1997,561,3147
Sat,2023/09/15 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,5,131,446,3148
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,5,114,283,3149
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,5,139,77,3150
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,5,201,56,3151
Sat,2023/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,5,1124,20,3152
Sat,2023/09/15 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,5,712,18,3153
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,5,81,17,3154
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,5,145,13,3155
Sat,2023/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,5,529,5,3156
Sat,2023/09/15 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,4,654,983,3157
Sat,2023/09/15 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,4,645,652,3158
Sat,2023/09/15 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,4,1458,551,3159
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,4,148,447,3160
Sat,2023/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,4,713,317,3161
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,45,156,3162
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,4,296,106,3163
Sat,2023/09/15 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,4,281,84,3164
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,4,218,42,3165
Sat,2023/09/15 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,4,1331,37,3166
Sat,2023/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,4,442,9,3167
Sat,2023/09/15 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,3,973,750,3168
Sat,2023/09/15 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,3,1280,542,3169
Sat,2023/09/15 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,3,1433,535,3170
Sat,2023/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,3,219,522,3171
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 331 Railway Station,3,16,272,3172
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,3,126,78,3173
Sat,2023/09/15 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,1,49,127,3174
Sat,2023/09/15 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,131,90,3175
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,1,43,60,3176
Sat,2023/09/15 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,1,189,59,3177
Sat,2023/09/15 23:00:00+00,4:00 AM-5:00 AM,Camera 331 Railway Station,1,2,50,3178
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,165,15,3179
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,414,11,3180
Sat,2023/09/15 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,426,6,3181
Sat,2023/09/15 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,641,5,3182
Sat,2023/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,45,4,3183
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,124,3,3184
Sat,2023/09/15 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,0,49,432,3185
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,0,354,431,3186
Sat,2023/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,1094,377,3187
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,450,255,3188
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,0,29,208,3189
Sat,2023/09/15 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,19,150,3190
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,18,143,3191
Sat,2023/09/15 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,46,126,3192
Sat,2023/09/15 23:00:00+00,5:00 AM-6:00 AM,Camera 331 Railway Station,0,3,115,3193
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,28,104,3194
Sat,2023/09/15 23:00:00+00,1:00 AM-2:00 AM,Camera 331 Railway Station,0,18,95,3195
Sat,2023/09/15 23:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,111,86,3196
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,0,11,74,3197
Sat,2023/09/15 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,180,69,3198
Sat,2023/09/15 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,31,66,3199
Sat,2023/09/15 23:00:00+00,3:00 AM-4:00 AM,Camera 331 Railway Station,0,12,59,3200
Tue,2023/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,3,597,1,3201
Tue,2023/09/18 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,2,501,519,3202
Tue,2023/09/18 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,2,309,498,3203
Tue,2023/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,2,1202,424,3204
Tue,2023/09/18 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,2,71,372,3205
Tue,2023/09/18 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,2,765,337,3206
Tue,2023/09/18 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,164,216,3207
Tue,2023/09/18 23:00:00+00,5:00 AM-6:00 AM,Camera 331 Railway Station,2,31,142,3208
Tue,2023/09/18 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,2,49,100,3209
Tue,2023/09/18 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,116,11,3210
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,2,363,10,3211
Tue,2023/09/18 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,2,276,9,3212
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,2,567,8,3213
Tue,2023/09/18 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,1,193,495,3214
Tue,2023/09/18 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,498,310,3215
Tue,2023/09/18 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,130,293,3216
Tue,2023/09/18 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,1,24,261,3217
Tue,2023/09/18 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,1,39,236,3218
Tue,2023/09/18 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,418,233,3219
Tue,2023/09/18 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,1,29,161,3220
Tue,2023/09/18 23:00:00+00,11:00 PM-12:00 AM,Camera 331 Railway Station,1,27,151,3221
Tue,2023/09/18 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,183,123,3222
Tue,2023/09/18 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,18,82,3223
Tue,2023/09/18 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,146,78,3224
Tue,2023/09/18 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,142,30,3225
Tue,2023/09/18 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,93,30,3226
Tue,2023/09/18 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,1,6,29,3227
Tue,2023/09/18 23:00:00+00,1:00 AM-2:00 AM,Camera 331 Railway Station,1,1,14,3228
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,1,443,12,3229
Tue,2023/09/18 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,63,12,3230
Tue,2023/09/18 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,1,3,11,3231
Tue,2023/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,1,463,9,3232
Tue,2023/09/18 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,1,579,6,3233
Tue,2023/09/18 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,1,407,6,3234
Tue,2023/09/18 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,250,6,3235
Tue,2023/09/18 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,18,5,3236
Tue,2023/09/18 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,35,3,3237
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,1,46,2,3238
Tue,2023/09/18 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,1,32,2,3239
Tue,2023/09/18 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,26,1,3240
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,121,0,3241
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,0,270,491,3242
Tue,2023/09/18 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,0,1518,449,3243
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,0,20,368,3244
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,0,73,295,3245
Tue,2023/09/18 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,97,267,3246
Tue,2023/09/18 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,190,197,3247
Tue,2023/09/18 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,103,187,3248
Tue,2023/09/18 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,5,180,3249
Tue,2023/09/18 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,35,178,3250
Tue,2023/09/18 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,13,480,1750,3251
Mon,2023/09/17 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,7,1,3252
Tue,2023/09/18 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,13,2496,182,3253
Mon,2023/09/17 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,29,0,3254
Tue,2023/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2094,14,3255
Mon,2023/09/17 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,22,0,3256
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,13,1875,13,3257
Mon,2023/09/17 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,8,0,3258
Tue,2023/09/18 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,12,602,275,3259
Mon,2023/09/17 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,5,0,3260
Tue,2023/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,11,1035,1064,3261
Tue,2023/09/18 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,114,622,2562,3262
Tue,2023/09/18 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,11,439,879,3263
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,102,453,2363,3264
Tue,2023/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,11,1572,256,3265
Tue,2023/09/18 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,95,405,2601,3266
Tue,2023/09/18 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1143,239,3267
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,88,448,2357,3268
Tue,2023/09/18 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,11,3576,120,3269
Tue,2023/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,71,420,2011,3270
Tue,2023/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,11,1641,16,3271
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,61,348,1591,3272
Tue,2023/09/18 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,11,2255,7,3273
Tue,2023/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,51,509,1474,3274
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,10,895,2164,3275
Tue,2023/09/18 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,49,362,1763,3276
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,10,399,1235,3277
Tue,2023/09/18 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,48,444,1454,3278
Tue,2023/09/18 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,10,35,427,3279
Tue,2023/09/18 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,45,1248,2839,3280
Tue,2023/09/18 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,10,601,7,3281
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,43,1245,2799,3282
Tue,2023/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,9,1043,1795,3283
Tue,2023/09/18 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,36,246,1719,3284
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,1072,244,3285
Tue,2023/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,35,2494,351,3286
Tue,2023/09/18 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,9,2656,13,3287
Tue,2023/09/18 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,9,696,5,3288
Tue,2023/09/18 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,8,868,1639,3289
Tue,2023/09/18 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,8,1799,430,3290
Tue,2023/09/18 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,8,623,12,3291
Tue,2023/09/18 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,7,566,1726,3292
Tue,2023/09/18 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,7,1230,22,3293
Tue,2023/09/18 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,7,395,7,3294
