Day,Date,Hour,Source,F__of_Bicycles,F__of_People,F__of_Road_Vehicles,FID
Thu,2024/02/29 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,28,896,2374,62
Sat,2024/02/03 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,25,851,133,63
Fri,2024/02/16 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,28,1447,2322,64
Sun,2024/02/11 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,28,1023,2124,65
Tue,2024/02/27 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,28,747,2074,66
Tue,2024/02/06 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,28,726,1973,67
Thu,2024/02/15 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,28,953,1879,68
Wed,2024/02/07 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,28,919,1452,69
Fri,2024/02/02 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,28,127,1169,70
Thu,2024/02/29 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,28,107,1100,71
Sat,2024/02/17 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,28,391,997,72
Wed,2024/02/28 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,28,176,951,73
Thu,2024/02/22 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,28,265,938,74
Wed,2024/02/07 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,28,421,931,75
Sat,2024/02/17 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,28,297,857,76
Wed,2024/02/21 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,28,354,843,77
Tue,2024/02/20 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,28,146,838,78
Mon,2024/02/26 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,28,447,784,79
Fri,2024/02/16 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,28,3281,303,80
Thu,2024/02/29 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,28,3045,181,81
Tue,2024/02/13 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,28,1490,146,82
Thu,2024/02/22 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,28,1411,135,83
Sun,2024/02/18 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,28,1593,125,84
Sat,2024/02/10 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,28,2406,29,85
Tue,2024/02/06 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,28,2456,16,86
Thu,2024/02/15 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,28,1079,15,87
Thu,2024/02/15 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,28,579,9,88
Sat,2024/02/03 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,28,3587,4,89
Thu,2024/02/29 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,27,816,1854,90
Sat,2024/02/03 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,27,166,1582,91
Mon,2024/02/19 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,27,1038,1531,92
Mon,2024/02/12 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,27,224,1377,93
Tue,2024/02/20 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,27,321,1118,94
Mon,2024/02/05 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,27,149,1117,95
Sat,2024/02/10 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,27,239,1041,96
Mon,2024/02/26 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,27,381,939,97
Tue,2024/02/27 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,27,384,926,98
Thu,2024/02/29 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,27,160,847,99
Mon,2024/02/19 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,27,137,805,100
Sun,2024/02/04 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,27,69,782,101
Mon,2024/02/19 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,25,2050,127,102
Fri,2024/02/02 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,25,2369,106,103
Sun,2024/02/18 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,25,1891,79,104
Wed,2024/02/21 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,25,1639,17,105
Fri,2024/02/23 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,25,1814,12,106
Sat,2024/02/10 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,25,2879,12,107
Sun,2024/02/25 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,25,1662,10,108
Sun,2024/02/11 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,25,1534,1,109
Tue,2024/02/13 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,24,1101,3000,110
Wed,2024/02/21 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,24,1031,2713,111
Fri,2024/02/23 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,24,1246,2603,112
Thu,2024/02/15 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,24,814,2091,113
Thu,2024/02/01 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,24,739,2057,114
Thu,2024/02/08 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,24,287,1634,115
Sun,2024/02/04 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,24,491,1480,116
Thu,2024/02/08 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,24,78,1163,117
Mon,2024/02/05 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,24,486,1022,118
Thu,2024/02/01 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,24,458,1009,119
Thu,2024/02/29 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,24,450,946,120
Wed,2024/02/14 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,24,309,932,121
Tue,2024/02/13 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,24,292,865,122
Thu,2024/02/01 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,24,249,843,123
Sun,2024/02/11 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,24,285,830,124
Sat,2024/02/24 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,24,107,785,125
Sun,2024/02/11 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,24,300,761,126
Thu,2024/02/01 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,24,111,761,127
Wed,2024/02/07 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,24,244,684,128
Fri,2024/02/09 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,24,186,628,129
Sat,2024/02/10 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,24,1528,369,130
Thu,2024/02/01 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,24,647,228,131
Thu,2024/02/08 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,24,1836,224,132
Wed,2024/02/21 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,24,1464,212,133
Thu,2024/02/08 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,24,1886,207,134
Thu,2024/02/01 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,24,1872,198,135
Thu,2024/02/08 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,24,729,187,136
Thu,2024/02/01 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,24,1258,167,137
Thu,2024/02/22 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,24,1563,83,138
Mon,2024/02/05 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,24,1575,63,139
Thu,2024/02/15 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,24,1818,16,140
Sat,2024/02/10 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,24,2676,12,141
Thu,2024/02/15 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,23,1098,2860,142
Thu,2024/02/22 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,23,1087,2704,143
Fri,2024/02/02 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,23,1412,2548,144
Thu,2024/02/15 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,23,1054,2363,145
Sat,2024/02/17 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,23,1384,2307,146
Thu,2024/02/22 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,23,1255,2068,147
Mon,2024/02/12 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,23,1276,2028,148
Thu,2024/02/01 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,23,1057,1987,149
Tue,2024/02/20 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,23,625,1813,150
Sat,2024/02/03 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,38,429,959,151
Wed,2024/02/21 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,38,415,914,152
Mon,2024/02/12 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,38,388,898,153
Sat,2024/02/24 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,38,320,843,154
Wed,2024/02/28 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,38,2023,217,155
Tue,2024/02/06 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,38,1296,176,156
Fri,2024/02/02 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,38,2219,85,157
Sun,2024/02/18 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,38,1780,16,158
Sat,2024/02/03 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,37,432,1222,159
Wed,2024/02/21 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,37,269,1074,160
Thu,2024/02/01 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,37,322,909,161
Sun,2024/02/18 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,37,190,698,162
Fri,2024/02/16 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,37,3268,222,163
Mon,2024/02/12 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,37,1117,198,164
Wed,2024/02/28 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,36,731,2724,165
Fri,2024/02/16 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,36,573,2160,166
Tue,2024/02/13 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,36,172,1185,167
Mon,2024/02/26 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,36,447,1004,168
Mon,2024/02/26 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,36,470,829,169
Wed,2024/02/21 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,36,1871,233,170
Sun,2024/02/25 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,36,1143,152,171
Sun,2024/02/25 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,36,715,145,172
Sun,2024/02/04 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,35,143,1639,173
Sun,2024/02/04 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,35,162,1515,174
Fri,2024/02/23 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,35,113,974,175
Mon,2024/02/12 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,35,172,947,176
Tue,2024/02/13 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,35,149,810,177
Wed,2024/02/21 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,35,134,775,178
Mon,2024/02/19 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,35,1214,35,179
Thu,2024/02/22 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,35,2476,15,180
Sun,2024/02/25 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,35,1534,5,181
Tue,2024/02/20 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,34,634,2035,182
Mon,2024/02/05 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,34,130,992,183
Sun,2024/02/25 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,34,216,654,184
Thu,2024/02/15 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,34,210,595,185
Sun,2024/02/25 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,34,327,576,186
Fri,2024/02/23 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,34,2038,212,187
Thu,2024/02/22 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,34,1119,89,188
Fri,2024/02/16 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,33,1180,1846,189
Sat,2024/02/10 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,33,415,1284,190
Mon,2024/02/19 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,33,1025,1139,191
Fri,2024/02/09 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,33,415,1137,192
Fri,2024/02/23 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,33,239,873,193
Tue,2024/02/13 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,33,151,828,194
Sun,2024/02/25 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,33,197,702,195
Thu,2024/02/01 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,33,1043,250,196
Mon,2024/02/26 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,33,2740,172,197
Thu,2024/02/22 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,33,2665,10,198
Mon,2024/02/12 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,32,622,2197,199
Thu,2024/02/01 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,32,550,1395,200
Mon,2024/02/05 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,32,178,1130,201
Thu,2024/02/22 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,32,155,905,202
Thu,2024/02/29 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,32,1327,179,203
Thu,2024/02/29 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,32,1117,140,204
Sun,2024/02/25 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,32,1793,8,205
Sun,2024/02/25 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,31,872,2212,206
Sun,2024/02/04 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,31,840,1919,207
Tue,2024/02/27 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,31,360,1287,208
Mon,2024/02/05 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,31,376,1122,209
Tue,2024/02/27 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,31,405,1049,210
Thu,2024/02/29 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,31,429,900,211
Tue,2024/02/20 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,31,334,833,212
Mon,2024/02/26 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,31,484,819,213
Wed,2024/02/14 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,31,157,723,214
Sun,2024/02/11 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,31,465,705,215
Thu,2024/02/15 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,31,153,615,216
Sun,2024/02/18 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,31,194,571,217
Fri,2024/02/23 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,31,2394,352,218
Fri,2024/02/02 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,27,2530,184,219
Tue,2024/02/06 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,31,1131,241,220
Thu,2024/02/01 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,31,887,209,221
Tue,2024/02/06 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,31,679,201,222
Mon,2024/02/26 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,31,1432,79,223
Thu,2024/02/01 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,27,1967,176,224
Tue,2024/02/27 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,31,2077,45,225
Wed,2024/02/07 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,27,3113,176,226
Tue,2024/02/27 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,31,1161,23,227
Thu,2024/02/22 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,27,960,73,228
Fri,2024/02/02 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,31,2718,16,229
Sat,2024/02/10 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,27,3432,14,230
Sat,2024/02/24 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,31,3076,16,231
Fri,2024/02/02 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,27,2650,12,232
Tue,2024/02/27 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,30,761,2129,233
Tue,2024/02/06 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,27,2428,12,234
Sat,2024/02/24 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,30,1528,2103,235
Wed,2024/02/07 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,27,2483,7,236
Mon,2024/02/26 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,30,427,1092,237
Tue,2024/02/20 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,26,853,2660,238
Tue,2024/02/06 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,30,494,955,239
Tue,2024/02/20 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,26,694,2369,240
Thu,2024/02/15 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,30,338,938,241
Sun,2024/02/18 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,26,1091,2161,242
Sun,2024/02/25 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,30,293,782,243
Fri,2024/02/16 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,30,31,755,244
Thu,2024/02/08 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,30,2631,264,245
Wed,2024/02/07 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,30,1182,178,246
Thu,2024/02/29 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,30,1901,96,247
Sun,2024/02/11 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,29,1588,3247,248
Tue,2024/02/27 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,29,947,2622,249
Sun,2024/02/25 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,29,893,2072,250
Mon,2024/02/19 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,29,1117,1549,251
Mon,2024/02/05 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,29,546,1359,252
Thu,2024/02/01 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,29,566,1173,253
Thu,2024/02/29 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,29,335,1042,254
Tue,2024/02/20 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,29,814,926,255
Sun,2024/02/25 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,29,365,856,256
Tue,2024/02/27 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,29,353,818,257
Tue,2024/02/06 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,29,159,774,258
Sun,2024/02/25 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,29,256,773,259
